STATE,NAME,2000 POVERTY,1990 POVERTY,1980 POVERTY,1970 POVERTY,1960 POVERTY
NC,MCDOWELL COUNTY,11.6,11.4,11.81,16.80,40.31
NC,MECKLENBURG COUNTY,9.2,9.6,10.89,12.50,24.71
NC,MITCHELL COUNTY,13.8,16.0,16.84,32.10,53.69
NC,MONTGOMERY COUNTY,15.4,14.4,14.20,23.90,47.24
NC,MOORE COUNTY,11.4,11.1,13.69,23.90,43.39
NC,NASH COUNTY,13.4,13.6,19.88,30.40,54.76
NC,NEW HANOVER COUNTY,13.1,14.0,15.17,18.10,36.42
NC,NORTHAMPTON COUNTY,21.3,23.6,28.08,46.00,67.53
NC,ONSLOW COUNTY,12.9,12.1,16.95,21.70,40.40
NC,ORANGE COUNTY,14.1,13.9,15.13,16.80,34.73
NC,PAMLICO COUNTY,15.3,18.9,20.60,31.20,54.60
NC,PASQUOTANK COUNTY,18.4,19.7,17.68,26.80,45.02
NC,PENDER COUNTY,13.6,17.2,21.32,35.60,62.66
NC,PERQUIMANS COUNTY,17.9,21.5,24.36,40.60,61.74
NC,PERSON COUNTY,12.0,13.0,16.63,25.20,47.17
NC,PITT COUNTY,20.3,22.1,23.51,35.20,59.65
NC,POLK COUNTY,10.1,9.6,13.69,22.90,45.29
NC,RANDOLPH COUNTY,9.1,8.3,8.93,11.70,27.62
NC,RICHMOND COUNTY,19.6,16.8,15.18,25.90,43.71
NC,ROBESON COUNTY,22.8,24.1,24.88,38.20,66.46
NC,ROCKINGHAM COUNTY,12.8,12.2,12.83,15.30,33.95
NC,ROWAN COUNTY,10.6,9.4,9.74,12.80,28.50
NC,RUTHERFORD COUNTY,13.9,12.3,13.67,17.50,41.25
NC,SAMPSON COUNTY,17.6,20.7,21.24,34.00,60.98
NC,SCOTLAND COUNTY,20.6,18.6,17.29,29.90,59.77
NC,STANLY COUNTY,10.7,11.0,10.54,12.90,30.50
NC,STOKES COUNTY,9.1,9.8,12.63,18.80,39.32
NC,SURRY COUNTY,12.4,11.4,13.68,17.80,36.15
NC,SWAIN COUNTY,18.3,27.6,25.93,29.90,62.10
NC,TRANSYLVANIA COUNTY,9.5,13.5,12.91,16.90,38.98
NC,TYRRELL COUNTY,23.3,25.0,25.18,44.80,69.58
NC,UNION COUNTY,8.1,8.4,10.29,16.20,40.23
NC,VANCE COUNTY,20.5,19.6,21.02,28.30,54.59
NC,WAKE COUNTY,7.8,8.4,10.00,15.40,31.66
NC,WARREN COUNTY,19.4,28.2,30.49,41.80,67.58
NC,WASHINGTON COUNTY,21.8,20.4,21.67,29.20,52.31
NC,WATAUGA COUNTY,17.9,21.5,22.74,27.80,55.47
NC,WAYNE COUNTY,13.8,15.2,17.89,27.20,53.10
NC,WILKES COUNTY,11.9,13.3,13.78,22.20,50.28
NC,WILSON COUNTY,18.5,19.7,19.97,28.30,54.67
NC,YADKIN COUNTY,10.0,12.0,14.27,18.30,33.96
NC,YANCEY COUNTY,15.8,18.7,23.39,33.00,58.14
ND,NORTH DAKOTA STATE,11.9,14.4,12.64,15.70,27.14
ND,ADAMS COUNTY,10.4,13.7,17.09,15.70,26.76
ND,BARNES COUNTY,10.8,17.0,13.36,16.60,24.15
ND,BENSON COUNTY,29.1,31.7,23.25,28.60,38.79
ND,BILLINGS COUNTY,12.8,29.6,18.98,33.30,46.51
ND,BOTTINEAU COUNTY,10.7,12.9,12.54,15.60,21.21
ND,BOWMAN COUNTY,8.2,15.6,13.35,13.40,23.32
ND,BURKE COUNTY,15.4,18.4,18.02,17.10,33.11
ND,BURLEIGH COUNTY,7.8,10.0,7.89,11.40,19.21
ND,CASS COUNTY,10.1,11.8,9.12,10.40,14.50
ND,CAVALIER COUNTY,11.5,14.1,13.33,18.30,31.30
ND,DICKEY COUNTY,14.8,17.8,18.55,17.90,33.00
ND,DIVIDE COUNTY,14.6,12.5,10.67,19.90,33.64
ND,DUNN COUNTY,17.5,25.0,21.10,23.60,41.86
ND,EDDY COUNTY,9.7,10.3,13.13,21.60,32.02
ND,EMMONS COUNTY,20.1,23.8,24.65,17.80,41.17
ND,FOSTER COUNTY,9.3,17.5,11.66,16.20,26.38
ND,GOLDEN VALLEY COUNTY,15.3,15.9,14.38,15.10,38.59
ND,GRAND FORKS COUNTY,12.3,12.3,10.99,10.70,14.24
ND,GRANT COUNTY,20.3,24.5,32.36,29.70,45.41
ND,GRIGGS COUNTY,10.1,15.6,12.29,14.10,27.26
ND,HETTINGER COUNTY,14.8,18.5,20.92,24.20,32.44
ND,KIDDER COUNTY,19.8,24.1,28.53,28.00,45.92
ND,LAMOURE COUNTY,14.7,19.3,16.88,18.90,32.07
ND,LOGAN COUNTY,15.1,18.6,22.76,15.80,48.95
ND,MCHENRY COUNTY,15.8,18.9,18.37,21.70,35.96
ND,MCINTOSH COUNTY,15.4,16.9,24.27,19.10,46.38
ND,MCKENZIE COUNTY,17.2,18.4,14.63,22.70,28.90
ND,MCLEAN COUNTY,13.5,15.8,13.01,22.70,37.36
ND,MERCER COUNTY,7.5,9.0,10.49,21.10,35.32
ND,MORTON COUNTY,9.6,12.3,10.65,16.50,33.01
ND,MOUNTRAIL COUNTY,19.3,21.1,16.28,25.80,35.90
ND,NELSON COUNTY,10.3,14.0,15.67,19.70,26.49
ND,OLIVER COUNTY,14.9,19.3,14.94,21.30,53.39
ND,PEMBINA COUNTY,9.2,9.2,12.13,15.60,30.89
ND,PIERCE COUNTY,12.5,15.9,14.62,19.60,30.75
ND,RAMSEY COUNTY,12.6,13.2,9.36,14.30,23.49
ND,RANSOM COUNTY,8.8,11.3,11.90,17.00,29.30
ND,RENVILLE COUNTY,11.0,11.6,16.70,12.80,26.02
ND,RICHLAND COUNTY,10.4,12.2,11.22,18.10,31.89
ND,ROLETTE COUNTY,31.0,40.7,30.21,32.40,51.07
ND,SARGENT COUNTY,8.2,11.5,10.57,16.90,39.32
ND,SHERIDAN COUNTY,21.0,23.1,23.12,28.90,50.73
ND,SIOUX COUNTY,39.2,47.4,32.50,40.80,64.47
ND,SLOPE COUNTY,16.9,20.9,22.86,15.50,25.51
ND,STARK COUNTY,12.3,14.3,11.77,17.80,31.68
ND,STEELE COUNTY,7.1,12.5,11.95,13.10,20.62
ND,STUTSMAN COUNTY,10.4,12.2,11.51,16.30,26.17
ND,TOWNER COUNTY,8.9,21.5,15.57,18.60,20.81
ND,TRAILL COUNTY,9.2,12.3,8.91,12.20,22.25
ND,WALSH COUNTY,10.9,13.4,15.44,14.80,22.43
ND,WARD COUNTY,10.8,12.7,10.07,10.50,18.48
ND,WELLS COUNTY,13.5,18.0,17.24,15.20,32.12
ND,WILLIAMS COUNTY,11.9,14.0,8.75,11.90,21.15
OH,OHIO STATE,10.6,12.5,10.30,10.00,15.86
OH,ADAMS COUNTY,17.4,28.5,24.71,31.60,47.25
OH,ALLEN COUNTY,12.1,12.7,10.51,8.80,18.96
OH,ASHLAND COUNTY,9.5,11.3,8.77,8.40,15.73
OH,ASHTABULA COUNTY,12.1,16.1,9.06,9.60,16.74
OH,ATHENS COUNTY,27.4,28.7,21.57,20.00,32.39
OH,AUGLAIZE COUNTY,6.2,6.3,6.51,7.30,16.59
OH,BELMONT COUNTY,14.6,17.4,9.31,12.80,23.31
OH,BROWN COUNTY,11.6,14.2,15.03,17.70,31.78
OH,BUTLER COUNTY,8.7,10.6,9.83,9.20,13.17
OH,CARROLL COUNTY,11.4,11.7,9.92,12.60,21.33
OH,CHAMPAIGN COUNTY,7.6,8.8,9.94,9.00,24.04
OH,CLARK COUNTY,10.7,13.4,11.58,9.60,17.40
OH,CLERMONT COUNTY,7.1,8.7,8.13,8.30,15.30
OH,CLINTON COUNTY,8.6,12.3,11.21,13.20,25.22
OH,COLUMBIANA COUNTY,11.5,15.9,9.57,10.00,19.11
OH,COSHOCTON COUNTY,9.1,13.2,10.16,14.40,23.66
OH,CRAWFORD COUNTY,10.4,11.6,10.43,9.20,15.66
OH,CUYAHOGA COUNTY,13.1,13.8,11.46,9.90,12.18
OH,DARKE COUNTY,8.0,9.0,8.95,9.80,20.38
OH,DEFIANCE COUNTY,5.6,8.8,7.13,8.70,15.95
OH,DELAWARE COUNTY,3.8,5.7,6.66,7.80,18.88
OH,ERIE COUNTY,8.3,9.0,8.04,7.90,13.96
OH,FAIRFIELD COUNTY,5.9,8.8,7.18,10.80,17.65
OH,FAYETTE COUNTY,10.1,16.2,14.39,16.10,30.63
OH,FRANKLIN COUNTY,11.6,13.0,12.33,10.70,15.27
OH,FULTON COUNTY,5.4,6.2,8.07,6.20,13.96
OH,GALLIA COUNTY,18.1,22.5,14.90,22.80,35.33
OH,GEAUGA COUNTY,4.6,5.6,4.70,5.90,13.25
OH,GREENE COUNTY,8.5,9.5,7.92,7.40,13.09
OH,GUERNSEY COUNTY,16.0,17.5,12.60,14.70,25.30
OH,HAMILTON COUNTY,11.8,13.3,11.29,11.20,16.00
OH,HANCOCK COUNTY,7.5,7.3,6.48,7.20,15.72
OH,HARDIN COUNTY,13.2,16.4,12.95,14.50,27.08
OH,HARRISON COUNTY,13.3,19.7,11.00,17.40,26.70
OH,HENRY COUNTY,7.0,7.0,5.67,7.90,15.24
OH,HIGHLAND COUNTY,11.8,16.5,14.99,18.80,34.75
OH,HOCKING COUNTY,13.5,15.7,12.36,18.20,28.92
OH,HOLMES COUNTY,12.9,17.2,18.22,20.20,35.83
OH,HURON COUNTY,8.5,9.5,7.53,8.50,16.93
OH,JACKSON COUNTY,16.5,24.2,16.63,24.60,33.50
OH,JEFFERSON COUNTY,15.1,17.1,10.21,10.80,16.41
OH,KNOX COUNTY,10.1,12.5,11.61,10.70,18.21
OH,LAKE COUNTY,5.1,4.9,4.03,4.30,7.21
OH,LAWRENCE COUNTY,18.9,23.5,15.20,20.20,28.48
OH,LICKING COUNTY,7.5,10.5,8.08,10.90,15.57
OH,LOGAN COUNTY,9.3,10.5,11.11,12.70,22.50
OH,LORAIN COUNTY,9.0,11.5,8.39,7.50,13.45
OH,LUCAS COUNTY,13.9,15.3,11.55,9.80,14.71
OH,MADISON COUNTY,7.8,8.4,9.72,11.20,22.22
OH,MAHONING COUNTY,12.5,15.9,11.02,9.20,14.60
OH,MARION COUNTY,9.7,12.7,10.70,9.10,16.77
OH,MEDINA COUNTY,4.6,5.5,4.35,5.20,11.82
OH,MEIGS COUNTY,19.8,26.0,16.71,23.90,38.99
OH,MERCER COUNTY,6.4,6.7,7.42,7.70,21.58
OH,MIAMI COUNTY,6.7,8.4,7.54,8.00,14.22
OH,MONROE COUNTY,13.9,21.5,13.45,18.10,34.92
OH,MONTGOMERY COUNTY,11.3,12.6,11.04,8.20,13.20
OH,MORGAN COUNTY,18.4,21.2,14.81,19.80,30.00
OH,MORROW COUNTY,9.0,11.1,10.18,10.90,18.81
OH,MUSKINGUM COUNTY,12.9,14.7,11.95,13.90,21.02
OH,NOBLE COUNTY,11.4,16.4,12.99,22.70,32.80
OH,OTTAWA COUNTY,5.9,6.6,6.14,8.70,15.73
OH,PAULDING COUNTY,7.7,9.8,7.20,11.70,21.76
OH,PERRY COUNTY,11.8,19.1,12.53,17.00,28.05
OH,PICKAWAY COUNTY,9.5,12.1,10.87,13.60,24.36
OH,PIKE COUNTY,18.6,26.6,20.61,28.10,40.46
OH,PORTAGE COUNTY,9.3,11.9,9.44,9.70,13.52
OH,PREBLE COUNTY,6.1,10.2,9.18,7.70,19.36
OH,PUTNAM COUNTY,5.6,5.8,6.71,9.50,24.72
OH,RICHLAND COUNTY,10.6,11.3,9.35,9.10,13.72
OH,ROSS COUNTY,12.0,17.7,11.67,15.80,25.02
OH,SANDUSKY COUNTY,7.5,9.0,7.50,8.80,15.23
OH,SCIOTO COUNTY,19.3,25.8,17.86,20.50,30.05
OH,SENECA COUNTY,9.0,10.8,8.53,8.70,17.60
OH,SHELBY COUNTY,6.7,7.7,8.22,9.20,20.45
OH,STARK COUNTY,9.2,11.1,8.52,7.80,13.83
OH,SUMMIT COUNTY,9.9,12.1,9.41,8.30,11.12
OH,TRUMBULL COUNTY,10.3,11.4,8.11,7.00,13.20
OH,TUSCARAWAS COUNTY,9.4,11.1,8.97,11.00,18.38
OH,UNION COUNTY,4.6,7.4,8.40,9.10,20.59
OH,VAN WERT COUNTY,5.5,7.1,6.74,10.40,17.82
OH,VINTON COUNTY,20.0,23.6,17.58,23.50,46.11
OH,WARREN COUNTY,4.2,6.4,7.34,7.20,16.22
OH,WASHINGTON COUNTY,11.4,13.7,9.77,13.70,25.69
OH,WAYNE COUNTY,8.0,11.7,8.89,8.60,16.58
OH,WILLIAMS COUNTY,6.0,7.6,7.86,9.50,17.11
OH,WOOD COUNTY,9.6,10.6,10.05,9.20,14.00
OH,WYANDOT COUNTY,5.5,8.5,10.19,10.30,20.71
OK,OKLAHOMA STATE,14.7,16.7,13.43,18.80,29.87
OK,ADAIR COUNTY,23.2,26.7,27.64,47.80,66.12
OK,ALFALFA COUNTY,13.7,16.7,11.61,16.30,27.07
OK,ATOKA COUNTY,19.8,31.1,26.50,35.60,57.98
OK,BEAVER COUNTY,11.7,8.9,14.57,13.10,17.46
OK,BECKHAM COUNTY,18.2,20.4,15.53,25.10,33.31
OK,BLAINE COUNTY,16.9,20.0,17.34,26.30,38.19
OK,BRYAN COUNTY,18.4,24.5,20.37,28.20,48.10
OK,CADDO COUNTY,21.7,27.8,21.62,27.60,43.27
OK,CANADIAN COUNTY,7.9,8.5,7.41,12.70,26.28
OK,CARTER COUNTY,16.6,19.7,15.41,25.00,34.98
OK,CHEROKEE COUNTY,22.9,28.8,22.22,32.50,53.88
OK,CHOCTAW COUNTY,24.3,32.7,25.98,40.00,61.37
OK,CIMARRON COUNTY,17.6,17.6,14.00,14.20,20.95
OK,CLEVELAND COUNTY,10.6,11.1,9.26,13.20,20.91
OK,COAL COUNTY,23.1,27.4,25.07,37.30,52.90
OK,COMANCHE COUNTY,15.6,15.9,14.59,17.10,25.89
OK,COTTON COUNTY,18.2,20.9,17.81,22.30,43.92
OK,CRAIG COUNTY,13.7,18.3,13.81,21.70,36.81
OK,CREEK COUNTY,13.5,14.5,12.37,18.90,34.57
OK,CUSTER COUNTY,18.5,19.0,16.13,20.60,26.77
OK,DELAWARE COUNTY,18.3,17.2,21.41,35.90,54.22
OK,DEWEY COUNTY,15.0,17.6,15.27,24.00,36.64
OK,ELLIS COUNTY,12.5,14.1,10.41,17.20,26.92
OK,GARFIELD COUNTY,13.9,14.1,8.53,14.70,23.27
OK,GARVIN COUNTY,15.9,19.7,14.92,23.20,31.60
OK,GRADY COUNTY,13.9,18.3,14.18,22.70,33.63
OK,GRANT COUNTY,13.7,13.7,12.92,19.10,22.45
OK,GREER COUNTY,19.6,23.4,21.95,28.60,35.31
OK,HARMON COUNTY,29.7,34.2,27.22,29.40,35.40
OK,HARPER COUNTY,10.2,10.7,9.98,16.40,23.43
OK,HASKELL COUNTY,20.5,27.1,20.65,32.30,57.59
OK,HUGHES COUNTY,21.9,26.9,24.37,34.70,50.18
OK,JACKSON COUNTY,16.2,18.3,16.98,21.40,32.32
OK,JEFFERSON COUNTY,19.2,23.2,19.72,30.70,41.74
OK,JOHNSTON COUNTY,22.0,28.5,30.63,37.40,55.49
OK,KAY COUNTY,16.0,12.9,9.09,14.50,21.37
OK,KINGFISHER COUNTY,10.8,10.8,10.44,16.10,27.42
OK,KIOWA COUNTY,19.3,27.5,23.13,29.90,35.27
OK,LATIMER COUNTY,22.7,23.3,25.38,35.50,54.89
OK,LE FLORE COUNTY,19.1,22.5,20.12,34.60,53.50
OK,LINCOLN COUNTY,14.5,17.4,14.62,21.30,38.79
OK,LOGAN COUNTY,12.9,18.0,14.80,25.90,37.67
OK,LOVE COUNTY,11.8,15.9,17.00,28.10,49.85
OK,MAJOR COUNTY,12.0,15.9,10.93,18.40,29.37
OK,MARSHALL COUNTY,17.9,20.9,19.39,27.20,41.84
OK,MAYES COUNTY,14.3,18.7,15.46,26.00,37.17
OK,MCCLAIN COUNTY,10.5,14.2,11.46,20.20,38.97
OK,MCCURTAIN COUNTY,24.7,30.2,24.05,37.20,59.61
OK,MCINTOSH COUNTY,18.2,23.8,23.66,33.10,59.99
OK,MURRAY COUNTY,14.1,21.8,14.07,23.90,41.69
OK,MUSKOGEE COUNTY,17.9,21.9,18.73,26.10,38.78
OK,NOBLE COUNTY,12.8,16.9,11.01,19.60,28.19
OK,NOWATA COUNTY,14.1,20.9,13.14,28.10,32.26
OK,OKFUSKEE COUNTY,23.0,29.4,24.29,42.20,56.43
OK,OKLAHOMA COUNTY,15.3,14.9,10.67,12.40,19.21
OK,OKMULGEE COUNTY,18.9,24.0,19.51,28.40,38.88
OK,OSAGE COUNTY,13.2,15.8,10.85,16.20,28.22
OK,OTTAWA COUNTY,16.6,20.1,15.80,19.60,35.44
OK,PAWNEE COUNTY,13.0,17.3,12.03,21.00,34.97
OK,PAYNE COUNTY,20.3,21.7,16.58,19.20,28.55
OK,PITTSBURG COUNTY,17.2,19.6,16.49,21.20,44.37
OK,PONTOTOC COUNTY,16.5,21.7,17.01,24.40,34.88
OK,POTTAWATOMIE COUNTY,14.6,17.3,14.22,21.00,32.38
OK,PUSHMATAHA COUNTY,23.2,30.2,26.67,45.50,60.75
OK,ROGER MILLS COUNTY,16.3,17.6,15.01,21.20,35.47
OK,ROGERS COUNTY,8.6,10.5,8.26,16.00,36.41
OK,SEMINOLE COUNTY,20.8,24.0,18.85,29.00,42.14
OK,SEQUOYAH COUNTY,19.8,24.7,20.12,32.90,58.35
OK,STEPHENS COUNTY,14.6,17.9,11.31,18.30,24.73
OK,TEXAS COUNTY,14.1,13.4,8.94,12.80,18.62
OK,TILLMAN COUNTY,21.9,22.9,22.78,29.30,42.74
OK,TULSA COUNTY,11.6,13.2,9.88,11.80,18.16
OK,WAGONER COUNTY,8.9,12.2,11.00,21.70,45.38
OK,WASHINGTON COUNTY,11.9,10.9,7.33,10.90,15.75
OK,WASHITA COUNTY,15.5,20.7,10.89,19.60,28.33
OK,WOODS COUNTY,15.0,15.8,11.63,17.90,26.48
OK,WOODWARD COUNTY,12.5,14.2,9.16,12.70,20.55
OR,OREGON STATE,11.6,12.4,10.65,11.50,15.11
OR,BAKER COUNTY,14.7,14.7,12.79,16.70,16.88
OR,BENTON COUNTY,14.6,15.5,13.61,14.80,12.57
OR,CLACKAMAS COUNTY,6.6,6.9,6.05,8.30,13.85
OR,CLATSOP COUNTY,13.2,14.4,11.62,13.60,16.97
OR,COLUMBIA COUNTY,9.1,10.2,9.30,11.00,20.19
OR,COOS COUNTY,15.0,16.5,10.48,10.30,13.51
OR,CROOK COUNTY,11.3,11.1,9.97,11.00,14.45
OR,CURRY COUNTY,12.2,12.4,12.21,13.30,12.37
OR,DESCHUTES COUNTY,9.3,10.9,9.32,12.00,14.47
OR,DOUGLAS COUNTY,13.1,14.9,11.14,13.30,15.09
OR,GILLIAM COUNTY,9.1,11.9,7.30,8.90,11.78
OR,GRANT COUNTY,13.7,12.7,12.26,12.80,14.34
OR,HARNEY COUNTY,11.8,10.6,8.87,9.20,17.39
OR,HOOD RIVER COUNTY,14.2,15.7,9.45,13.80,15.94
OR,JACKSON COUNTY,12.5,13.2,12.03,12.60,16.20
OR,JEFFERSON COUNTY,14.6,18.6,13.34,14.80,15.03
OR,JOSEPHINE COUNTY,15.0,18.3,15.65,16.80,19.89
OR,KLAMATH COUNTY,16.8,16.7,12.61,12.40,13.59
OR,LAKE COUNTY,16.1,13.9,13.32,15.00,12.14
OR,LANE COUNTY,14.4,14.5,12.79,11.20,12.98
OR,LINCOLN COUNTY,13.9,14.4,11.52,14.80,19.53
OR,LINN COUNTY,11.4,13.5,12.45,11.40,16.50
OR,MALHEUR COUNTY,18.6,19.3,17.35,20.10,24.96
OR,MARION COUNTY,13.5,13.2,10.85,13.00,19.45
OR,MORROW COUNTY,14.8,15.1,10.46,11.50,15.83
OR,MULTNOMAH COUNTY,12.7,13.1,11.36,11.30,13.78
OR,POLK COUNTY,11.5,13.6,11.99,13.70,18.31
OR,SHERMAN COUNTY,14.6,9.9,14.38,15.20,9.86
OR,TILLAMOOK COUNTY,11.4,15.0,10.12,13.40,15.35
OR,UMATILLA COUNTY,12.7,16.5,10.78,13.10,17.15
OR,UNION COUNTY,13.8,15.8,12.75,10.80,19.20
OR,WALLOWA COUNTY,14.0,15.8,11.19,15.70,16.64
OR,WASCO COUNTY,12.9,13.4,10.14,11.10,14.23
OR,WASHINGTON COUNTY,7.4,6.6,6.07,6.30,11.82
OR,WHEELER COUNTY,15.6,20.9,18.17,11.10,12.59
OR,YAMHILL COUNTY,9.2,11.7,10.03,13.00,22.80
PA,PENNSYLVANIA STATE,11.0,11.1,10.46,10.60,16.99
PA,ADAMS COUNTY,7.1,6.8,8.21,10.50,19.90
PA,ALLEGHENY COUNTY,11.2,11.5,9.15,9.60,13.93
PA,ARMSTRONG COUNTY,11.7,12.8,9.63,13.60,23.52
PA,BEAVER COUNTY,9.4,13.1,7.47,8.80,13.15
PA,BEDFORD COUNTY,10.3,13.6,14.66,15.50,29.54
PA,BERKS COUNTY,9.4,8.0,8.23,7.80,13.06
PA,BLAIR COUNTY,12.6,14.1,10.95,11.90,20.88
PA,BRADFORD COUNTY,11.8,13.3,13.58,14.10,23.30
PA,BUCKS COUNTY,4.5,4.0,5.75,5.10,8.08
PA,BUTLER COUNTY,9.1,9.7,7.25,9.80,15.69
PA,CAMBRIA COUNTY,12.5,14.0,9.67,11.80,25.63
PA,CAMERON COUNTY,9.4,11.3,11.07,9.10,14.60
PA,CARBON COUNTY,9.5,9.4,7.61,9.80,21.65
PA,CENTRE COUNTY,18.8,18.2,16.74,17.60,21.67
PA,CHESTER COUNTY,5.2,4.7,6.43,7.00,12.71
PA,CLARION COUNTY,15.4,18.1,11.89,15.40,24.21
PA,CLEARFIELD COUNTY,12.5,13.9,10.45,16.60,26.95
PA,CLINTON COUNTY,14.2,15.4,11.18,11.40,20.17
PA,COLUMBIA COUNTY,13.1,10.6,11.37,11.30,21.07
PA,CRAWFORD COUNTY,12.8,15.5,11.49,12.70,21.36
PA,CUMBERLAND COUNTY,6.6,5.3,5.78,6.10,12.68
PA,DAUPHIN COUNTY,9.7,10.1,9.87,10.80,15.94
PA,DELAWARE COUNTY,8.0,7.0,7.38,6.30,8.88
PA,ELK COUNTY,7.0,9.5,6.42,10.00,13.91
PA,ERIE COUNTY,12.0,12.9,10.04,9.50,16.24
PA,FAYETTE COUNTY,18.0,20.9,15.53,20.80,33.31
PA,FOREST COUNTY,16.4,11.8,12.03,11.70,23.32
PA,FRANKLIN COUNTY,7.6,8.3,7.41,10.60,21.49
PA,FULTON COUNTY,10.8,12.2,14.40,17.50,36.55
PA,GREENE COUNTY,15.9,21.4,13.97,21.40,29.62
PA,HUNTINGDON COUNTY,11.3,13.4,13.66,16.70,33.45
PA,INDIANA COUNTY,17.3,18.7,13.50,15.80,26.23
PA,JEFFERSON COUNTY,11.8,13.6,10.21,14.40,26.63
PA,JUNIATA COUNTY,9.5,9.8,12.72,13.00,30.26
PA,LACKAWANNA COUNTY,10.6,10.7,9.80,10.40,20.28
PA,LANCASTER COUNTY,7.8,8.0,8.49,9.20,15.57
PA,LAWRENCE COUNTY,12.1,13.9,9.92,11.90,15.85
PA,LEBANON COUNTY,7.5,7.2,7.40,6.90,14.99
PA,LEHIGH COUNTY,9.3,7.3,7.23,7.20,11.45
PA,LUZERNE COUNTY,11.1,11.2,9.92,11.70,23.25
PA,LYCOMING COUNTY,11.5,11.5,10.77,11.30,19.11
PA,MCKEAN COUNTY,13.1,14.9,10.17,11.60,17.52
PA,MERCER COUNTY,11.5,12.8,9.08,9.90,15.38
PA,MIFFLIN COUNTY,12.5,13.4,13.08,12.60,24.09
PA,MONROE COUNTY,9.0,7.3,8.56,10.00,20.18
PA,MONTGOMERY COUNTY,4.4,3.6,4.75,4.80,6.86
PA,MONTOUR COUNTY,8.7,8.5,8.69,14.70,18.67
PA,NORTHAMPTON COUNTY,7.9,7.3,7.82,8.10,14.07
PA,NORTHUMBERLAND COUNTY,11.9,11.6,11.42,13.50,25.57
PA,PERRY COUNTY,7.7,7.5,8.33,12.00,24.61
PA,PHILADELPHIA COUNTY,22.9,20.3,20.60,15.40,18.75
PA,PIKE COUNTY,6.9,7.1,9.05,9.90,22.14
PA,POTTER COUNTY,12.7,14.9,15.42,17.40,27.61
PA,SCHUYLKILL COUNTY,9.5,10.7,10.80,14.00,24.02
PA,SNYDER COUNTY,9.9,11.0,10.71,12.20,24.43
PA,SOMERSET COUNTY,11.8,14.3,11.71,13.60,32.75
PA,SULLIVAN COUNTY,14.5,18.0,16.16,18.50,27.36
PA,SUSQUEHANNA COUNTY,12.3,12.1,12.87,14.50,23.24
PA,TIOGA COUNTY,13.5,14.6,15.36,15.20,22.29
PA,UNION COUNTY,8.8,10.3,9.37,13.70,20.49
PA,VENANGO COUNTY,13.4,15.1,8.72,13.40,18.51
PA,WARREN COUNTY,9.9,9.6,8.51,8.80,14.81
PA,WASHINGTON COUNTY,9.8,12.8,8.91,12.10,18.25
PA,WAYNE COUNTY,11.3,11.3,12.29,13.30,24.57
PA,WESTMORELAND COUNTY,8.6,10.7,7.44,8.40,16.97
PA,WYOMING COUNTY,10.2,11.1,10.74,13.60,30.03
PA,YORK COUNTY,6.7,6.3,6.97,7.90,14.90
RI,RHODE ISLAND STATE,11.9,9.6,10.28,11.00,16.47
RI,BRISTOL COUNTY,6.3,4.8,6.28,7.40,12.02
RI,KENT COUNTY,6.6,5.6,7.05,6.40,12.02
RI,NEWPORT COUNTY,7.1,7.5,9.92,13.20,24.76
RI,PROVIDENCE COUNTY,15.5,11.9,11.88,11.90,16.79
RI,WASHINGTON COUNTY,7.3,6.8,8.21,13.00,15.11
SC,SOUTH CAROLINA STATE,14.1,15.4,16.60,23.90,45.41
SC,ABBEVILLE COUNTY,13.7,13.5,14.85,20.70,44.39
SC,AIKEN COUNTY,13.8,14.0,12.97,18.20,34.52
SC,ALLENDALE COUNTY,34.5,35.8,32.29,38.30,66.47
SC,ANDERSON COUNTY,12.0,12.0,12.51,16.10,35.31
SC,BAMBERG COUNTY,27.8,28.2,27.19,35.10,63.07
SC,BARNWELL COUNTY,20.9,21.8,19.65,29.10,53.78
SC,BEAUFORT COUNTY,10.7,13.6,17.06,28.80,49.47
SC,BERKELEY COUNTY,11.8,12.3,14.43,30.40,55.35
SC,CALHOUN COUNTY,16.2,20.1,22.01,42.90,70.62
SC,CHARLESTON COUNTY,16.4,17.3,17.92,24.10,40.30
SC,CHEROKEE COUNTY,13.9,14.9,14.22,18.40,44.10
SC,CHESTER COUNTY,15.3,16.8,16.13,26.50,47.07
SC,CHESTERFIELD COUNTY,20.3,19.3,19.54,28.10,57.22
SC,CLARENDON COUNTY,23.1,29.0,29.29,49.80,71.55
SC,COLLETON COUNTY,21.1,23.4,25.71,37.60,62.19
SC,DARLINGTON COUNTY,20.3,19.9,23.07,29.80,53.79
SC,DILLON COUNTY,24.2,28.1,29.99,41.10,62.03
SC,DORCHESTER COUNTY,9.7,11.5,13.31,24.70,55.42
SC,EDGEFIELD COUNTY,15.5,16.6,25.91,35.50,63.20
SC,FAIRFIELD COUNTY,19.6,20.6,22.20,37.60,62.73
SC,FLORENCE COUNTY,16.4,20.1,21.41,27.20,51.79
SC,GEORGETOWN COUNTY,17.1,20.2,21.74,36.40,58.08
SC,GREENVILLE COUNTY,10.5,10.5,11.81,14.80,29.73
SC,GREENWOOD COUNTY,14.2,15.4,13.74,14.30,36.19
SC,HAMPTON COUNTY,21.8,27.7,28.30,36.90,64.70
SC,HORRY COUNTY,12.0,15.2,17.96,31.00,51.93
SC,JASPER COUNTY,20.7,25.3,28.98,38.20,67.28
